ct_state_ttl_all,ct_dst_src_ltm_all,ct_dst_src_ltm_dns,sttl_ftp,Dintpkt_ftp,sbytes_http,sloss_http,Dintpkt_http,dttl_smtp,Djit_smtp,ackdat_ssh
24,6404,910.0,2542.0,1144.949333,1050646.0,893.0,17014.338683,5597.0,3408.468105,0.008555
24,6646,962.0,2108.0,1367.37092,1299790.0,1051.0,20088.957502,5655.0,7415.24826,0.0041829999999999
24,6264,937.0,3410.0,2916.670698000001,1080246.0,1059.0,20657.739988,5192.0,7318.505422999999,0.002875
24,6491,1004.0,13950.0,22277.614279,1643595.0,1192.0,21913.237186,4930.0,2928.0032009999995,0.0067439999999999
24,6069,1095.0,29295.0,68724.60178199998,2183652.0,1306.0,25740.778273,4959.0,3323.86293,0.007775
24,6624,1100.0,32643.0,66651.48502200001,1833626.0,1249.0,23578.532823,4988.0,2468.131733,0.0111519999999999
24,7144,1109.0,18476.0,20468.7935,1094299.0,1126.0,21780.604587,4582.0,5033.788232000001,0.010005
24,6996,1091.0,18849.0,21571.849227,1496843.0,1119.0,20734.749276999995,4206.0,3372.2064480000004,0.009793
24,6952,1054.0,5457.0,3961.913419,1483676.0,1156.0,22258.398151,4611.0,2989.122766,0.016838
24,6991,950.0,2139.0,1091.061642,1459894.0,1117.0,20580.95345,4582.0,3750.738816,0.020773
24,5990,942.0,3038.0,2981.471006,1421610.0,1121.0,21495.022488999995,5336.0,4168.006595999999,0.013651
16,6026,901.0,3193.0,2653.9874130000003,1106483.0,1000.0,19881.598279,5104.0,4382.486575,0.012996
24,6132,918.0,4061.0,5186.707723,1302395.0,1006.0,19148.854045,4902.0,7424.119542,0.018739
24,14754,2402.0,3906.0,4787.492767000001,1295496.0,960.0,18032.077122,4292.0,2698.7606910000004,0.0359289999999999
32,83922,6990.0,3255.0,4286.986432000001,1276818.0,1046.0,20485.400556,4930.0,2728.349695,0.027041
24,100797,6340.0,2511.0,1712.603297,1485762.0,1151.0,22718.804471,5568.0,3836.084279,0.009209
24,96322,2313.0,2945.0,2070.656256,1338035.0,1077.0,39214.991914,5424.0,4147.886465,0.008378
24,87819,2492.0,2790.0,1915.312065,1687919.0,1102.0,19605.508186,4873.0,5896.924256,0.0068799999999999
32,45223,1413.0,2945.0,2664.438564,1868987.0,1088.0,20136.300283,5133.0,3460.467368,0.018049
24,6102,942.0,2604.0,1158.851245,1636586.0,1146.0,22400.549263,4872.0,2706.064386,0.020096
24,6418,1046.0,3038.0,1614.980024,1430616.0,1163.0,22396.062188,4582.0,2490.2018689999995,0.0167949999999999
16,6727,993.0,2418.0,1265.5436960000002,1454716.0,1112.0,20994.532529,4903.0,6880.914863,0.008086
24,7539,1093.0,2791.0,2461.4730930000005,1595162.0,1168.0,23224.011024,4611.0,2366.426504,0.009995
24,6825,1033.0,2170.0,1206.0384090000005,1441620.0,1069.0,20015.714216,5075.0,2888.5656069999995,0.01211
24,6556,984.0,2883.0,1809.887139,1534528.0,1082.0,20526.906696,4582.0,2373.401392,0.014946
24,6206,860.0,2573.0,1624.8267039999998,1335156.0,1020.0,19022.460334,3886.0,1576.7403470000002,0.016824
24,6595,919.0,2201.0,969.184871,1362599.0,984.0,17987.654606,4147.0,1763.1496420000003,0.041999
24,6535,990.0,2914.0,4028.5583,1665757.0,1081.0,20943.048423,4090.0,1898.1704010000003,0.045367
24,6506,1006.0,3255.0,2897.878899,1477340.0,1099.0,21075.156169,4611.0,2335.5673759999995,0.050982
24,6186,952.0,2604.0,1369.501086,1431352.0,1069.0,21095.897059,4292.0,2167.5095880000003,0.037793
24,6458,847.0,2046.0,1316.428576,1146708.0,917.0,16860.843522,4582.0,2420.328939,0.01926
24,6097,840.0,3565.0,3483.304937,1420651.0,987.0,17936.938202999998,4902.0,2621.851347,0.019433
8,7538,967.0,2263.0,1405.420095,1185355.0,1027.0,16763.1868,4611.0,3235.8393990000004,0.01602
24,10954,1092.0,2790.0,1737.65086,1155280.0,1243.0,18244.868764,4698.0,3044.86608,0.01207
24,11616,1212.0,2604.0,2067.0170550000003,1507518.0,1286.0,19414.361289,4756.0,2459.019674,0.014048
24,8855,1041.0,3782.0,4157.494259000001,1580490.0,1157.0,19631.574036,4408.0,1934.109142,0.010213
24,7010,1003.0,3813.0,5290.403253999999,1211152.0,1057.0,19459.092296000003,3625.0,2675.752062,0.011377
16,6673,965.0,3534.0,4817.664673,1271042.0,1047.0,19451.266393,4611.0,4397.497323,0.004304
24,6728,935.0,3007.0,2093.892277,1228678.0,1059.0,19774.897682,4785.0,2917.669742,0.006921
16,6448,825.0,2201.0,1032.472264,996822.0,954.0,18295.855246,5510.0,4135.009748,0.03865
24,6085,841.0,3813.0,4877.724224,1184364.0,940.0,17400.544679,5104.0,3025.762603,0.037819
24,6338,893.0,2542.0,1393.4957060000002,1429954.0,981.0,18740.208621,5743.0,4938.2236410000005,0.018415
24,6486,969.0,2914.0,3085.953157,1498670.0,1069.0,21180.578216,5193.0,3406.483713,0.010021
24,6551,938.0,2635.0,1323.563673,1378294.0,1093.0,21525.230673,5162.0,2790.008907,0.009087
24,6145,1089.0,3007.0,3344.4719400000004,1965610.0,1299.0,25817.865347,5220.0,2915.550938,0.011122
24,6825,1056.0,2325.0,1457.3146389999995,1316630.0,1105.0,21156.834896,4495.0,2826.366719,0.011105
16,6305,1111.0,2945.0,2221.179972,1373725.0,1150.0,24075.575392,4408.0,6162.269854,0.0115899999999999
24,6366,1060.0,3131.0,5414.103164,1559112.0,1188.0,24117.019148,5046.0,4274.692303000001,0.015511
24,7460,1158.0,3131.0,2685.899976,1772366.0,1274.0,23741.621009,5278.0,3313.323894,0.013711
24,7430,1042.0,2604.0,1490.8864299999998,1395852.0,1151.0,20882.442956,4756.0,2335.202993,0.00957
24,7249,1071.0,3906.0,7985.752270999999,1277396.0,1050.0,19999.131314,4902.0,2500.756836,0.0093339999999999
16,6744,965.0,2821.0,1523.350116,1467456.0,1082.0,19868.678613,4874.0,2316.876672,0.003396
24,6458,980.0,2635.0,2076.8703,1380156.0,1136.0,22630.146577,5162.0,3370.915824,0.003416
16,6149,1081.0,2294.0,1126.4296700000002,1573572.0,1201.0,24309.291555000003,5278.0,2515.9026590000003,0.0125
24,6525,971.0,3038.0,3700.733217,1397438.0,1013.0,19590.784657,5626.0,3329.288122,0.010917
24,5876,988.0,1984.0,1167.758961,1511506.0,1116.0,22967.786296,5570.0,4193.184718,0.013356
24,6185,993.0,2170.0,1096.9092389999998,1640399.0,1154.0,23682.250256,5539.0,4812.037298000001,0.012627
16,6475,1041.0,962.0,520.071026,1596502.0,1102.0,20042.37976,4611.0,2112.697246,0.0035009999999999
24,6906,997.0,2759.0,1356.745651,971210.0,985.0,18726.091793,4379.0,2138.938485,0.0002839999999999
24,6520,981.0,2697.0,1322.195789,1387242.0,1151.0,22241.422212,4379.0,2337.545765,0.005139
24,6723,1142.0,2604.0,1468.0855759999995,1627941.0,1303.0,27347.584431,4582.0,3159.94487,0.024528
24,6612,1228.0,2325.0,1202.9571099999998,1538509.0,1326.0,26511.060753,5394.0,3002.750444,0.014661
24,11391,1134.0,3007.0,1870.83461,1424496.0,1292.0,19765.145161,1479.0,972.679418,0.0066559999999999
24,10411,1087.0,3565.0,2528.22963,1250242.0,1110.0,15792.133505000002,58.0,2.318714,0.010074
24,11113,1147.0,1829.0,784.039975,1218856.0,1164.0,17327.313206,87.0,56.868806,0.007604
24,9697,1042.0,2821.0,1898.144761,1359122.0,1189.0,19856.960373,58.0,3.96771,0.005251
16,9046,1102.0,2604.0,2043.011872,1248996.0,1189.0,19884.966862,29.0,2.062943,0.004939
0,4832,261.0,2728.0,2076.122617,272710.0,287.0,4743.339915,1276.0,565.4881369999999,0.0031639999999999
16,5061,52.0,3007.0,2373.917924,41500.0,16.0,335.89749600000005,4959.0,2959.1480680000004,0.017172
24,6863,46.0,2852.0,1696.872212,14948.0,27.0,726.034887,4408.0,2200.479733,0.0217619999999999
24,6309,31.0,2325.0,2262.691033,62242.0,15.0,192.148442,4553.0,2587.184549,0.024853
16,6129,68.0,3131.0,3890.349163,45784.0,19.0,345.098222,4872.0,3425.245822,0.029181
24,6233,215.0,1891.0,748.769876,246456.0,194.0,3734.520563,4843.0,4477.305109999999,0.025705
24,6395,977.0,3286.0,4505.7028390000005,1440032.0,1081.0,21188.707129,6322.0,5295.162926,0.027552
24,6050,944.0,3069.0,3456.413182,1425100.0,1076.0,19848.108311,6061.0,3504.5378250000003,0.027227
24,6489,939.0,2387.0,1091.5093729999996,1306948.0,973.0,17527.714821,4843.0,2843.605398,0.029678
24,6336,871.0,2822.0,1607.152958,865770.0,883.0,17007.393547,4235.0,4951.779525000001,0.030847
24,6567,1007.0,2884.0,3118.655302,1178188.0,1143.0,22088.984209,4118.0,2266.540664,0.015587
24,6929,1233.0,2418.0,3295.07808,1790552.0,1433.0,29071.776198,5278.0,2863.941857,0.018319
24,6801,1139.0,3534.0,2272.586531,1487988.0,1220.0,23605.793159,4872.0,3317.90953,0.028784
24,6548,1029.0,3069.0,2180.5725,1418120.0,1180.0,24069.260252,5191.0,2642.63591,0.039146
24,6082,855.0,2790.0,1420.857786,1381149.0,925.0,16908.008354999998,4178.0,5792.154059,0.0084219999999999
16,5492,745.0,3069.0,2381.458523,1271990.0,970.0,18821.751245,3626.0,1426.6630510000002,0.0105199999999999
24,6363,1023.0,2790.0,1891.463526,1526030.0,1122.0,22421.868719,4466.0,2255.4987250000004,0.028394
24,7711,1154.0,2449.0,2153.3085359999995,1773400.0,1279.0,22724.183979,5481.0,4233.298432,0.029217
24,8911,1058.0,3875.0,7655.269121,1487040.0,1254.0,21161.558941,6032.0,4737.023797,0.027911
8,10082,1073.0,2573.0,2262.29268,1009296.0,1102.0,17046.636798,4872.0,2988.142473,0.032565
24,10639,1011.0,2666.0,2057.205018,997320.0,1057.0,15741.676205,4148.0,2006.431608,0.019073
24,9758,1064.0,2821.0,1908.555111,1055266.0,1150.0,17832.650109000002,4553.0,2306.688478,0.0192479999999999
16,7170,1014.0,3069.0,2354.9490120000005,1429414.0,1123.0,22294.187831,4959.0,2961.7015600000004,0.022897
24,6724,1178.0,1581.0,591.576458,1666816.0,1297.0,25705.389248,4988.0,3007.564426,0.018113
24,8249,1075.0,2852.0,2398.91318,1180929.0,1137.0,20420.895505,4785.0,2010.782558,0.014693
24,7797,1044.0,2945.0,2008.13793,1346393.0,1148.0,20636.208123,4930.0,2923.968999,0.0081409999999999
24,7305,963.0,3596.0,4157.5297900000005,1432938.0,1068.0,19428.828514,4843.0,2605.669858,0.01193
24,6850,974.0,3100.0,2034.296737,1306694.0,1066.0,19132.544368000003,5887.0,4754.44743,0.0049819999999999
24,7220,1018.0,2232.0,1036.9469829999998,1226748.0,1052.0,19145.78101,4727.0,2596.526315,0.005902
24,7417,1051.0,1953.0,1292.014543,1341802.0,1172.0,21737.553276,4495.0,1818.323252,0.003498
24,7094,1004.0,2325.0,1674.795536,1429263.0,1132.0,22077.017857,4408.0,2810.618022,0.006199
16,7267,1060.0,2945.0,1765.595668,1614570.0,1238.0,24513.479624,4988.0,3081.000239,0.007145
24,6997,1075.0,2573.0,3415.749207,1468434.0,1135.0,21573.428719000003,3973.0,2016.357322,0.0096569999999999
24,5809,926.0,1674.0,633.564682,1621468.0,1183.0,22910.356330999995,3944.0,2286.437534,0.002436
24,6336,951.0,2046.0,788.381353,1138952.0,1073.0,20273.078732,4640.0,2385.344917,0.0032289999999999
24,7206,971.0,2604.0,1524.698198,898229.0,916.0,16304.466070000002,4814.0,3121.8814019999995,0.004067
16,7459,980.0,2790.0,2652.043946,1099866.0,966.0,17300.230724,5191.0,3409.275666,0.005569
24,6467,876.0,2728.0,1420.178317,1302126.0,962.0,17653.27755,3625.0,1575.943797,0.006541
16,6337,860.0,3038.0,1645.6600770000002,1273078.0,981.0,18189.14076,4292.0,2454.641605,0.008292
24,6356,923.0,3038.0,3319.647676,1465824.0,1117.0,20936.811538,3799.0,1575.9887480000002,0.0072039999999999
24,6464,939.0,3039.0,3119.752144,1370922.0,1042.0,19130.243985,4002.0,1952.278822,0.006231
24,6557,1051.0,2635.0,1437.451669,1551593.0,1121.0,21197.094487,5046.0,3231.695112,0.0089979999999999
24,15028,1345.0,3782.0,5867.105305000001,1223264.0,1419.0,14829.032554,5249.0,2760.787844,0.035378
24,18923,1517.0,3317.0,2823.42339,1234352.0,1567.0,15574.869847,5278.0,3534.3090759999995,0.030667
24,19342,1516.0,2418.0,1379.169106,1771394.0,1666.0,17663.782967,5394.0,4087.037778,0.016674
16,14670,1242.0,3100.0,2119.28753,1509688.0,1316.0,18102.977406,4437.0,2279.823707,0.010622
24,7198,1026.0,2356.0,2191.580409,1625923.0,1114.0,19916.991582,4641.0,2274.872098,0.004884
24,6900,1122.0,2976.0,1940.169269,1669172.0,1266.0,25462.600891,5510.0,3752.31013,0.00308
24,7437,1183.0,2883.0,4168.06467,1546168.0,1254.0,23935.351832,5829.0,3495.50696,0.011866
24,7299,1097.0,3007.0,2531.353286,1662604.0,1256.0,23675.204347,5539.0,4163.098972,0.020425
24,7242,995.0,2604.0,2317.330367,1180878.0,1022.0,18217.94519,4669.0,2495.207761,0.018234
24,7480,1055.0,2604.0,2247.607654000001,1481752.0,1131.0,20604.615232,4292.0,2902.572063,0.019468
24,6599,1156.0,2635.0,1242.6710739999996,1899672.0,1305.0,27196.815575,4263.0,2083.523294,0.011554
24,6872,1086.0,2325.0,2585.4940470000006,1355130.0,1308.0,26989.287976,4379.0,2065.15964,0.013114
16,7258,1178.0,3721.0,3996.992833,1749144.0,1359.0,26604.173314,4555.0,2884.865068,0.035827
16,7421,1039.0,2790.0,1206.143216,1198700.0,1080.0,19605.500101,4959.0,3016.776201,0.018557
24,6426,915.0,2914.0,2499.047508,1675484.0,1100.0,20398.632634,3944.0,1986.758769,0.023555
24,6149,883.0,2325.0,1907.765338,1294470.0,915.0,16553.976677,4524.0,2752.881263,0.021699
24,6259,981.0,2232.0,1001.333511,1230542.0,1082.0,20615.51714,4582.0,2986.573047,0.0230669999999999
16,6713,1053.0,1798.0,753.0473999999999,1650293.0,1194.0,24186.135655,5598.0,6087.600297,0.016462
24,6469,1006.0,3348.0,2262.748567,1331112.0,1028.0,20022.917325,5365.0,3745.9014,0.0131059999999999
24,6274,789.0,2790.0,2243.682225,984574.0,877.0,16887.873815,5365.0,3778.95692,0.008715
24,5839,860.0,2976.0,1642.32662,1344136.0,905.0,16765.756242,4176.0,1833.564483,0.010518
24,6627,958.0,3193.0,2878.690962,1135716.0,1028.0,20298.107829,4466.0,2336.377328,0.019026
16,7686,1200.0,2418.0,2174.8501640000004,1583718.0,1280.0,23854.085251,4497.0,2570.342644,0.026914
24,7491,1070.0,2759.0,1547.30921,1352548.0,1195.0,22671.555162,5365.0,3097.932733,0.022129
24,7676,1130.0,2945.0,2620.7620210000005,1585436.0,1248.0,23254.493716,4466.0,2069.014233,0.0217529999999999
24,6527,895.0,2573.0,1277.3497330000002,1414414.0,1023.0,19539.005722,4698.0,2280.5206040000003,0.02076
24,6014,857.0,2294.0,947.255709,1267440.0,977.0,18739.520962,5336.0,3829.815175,0.021112
24,6584,882.0,2201.0,1236.837406,1351563.0,1000.0,17733.073677999997,5627.0,6060.984446999999,0.014263
24,7071,1029.0,2201.0,1684.5310860000002,1217540.0,1087.0,19906.037831,5017.0,2857.956576,0.0152209999999999
24,6477,948.0,2945.0,2044.199287,1231082.0,1036.0,20313.5651,5104.0,2999.173274,0.0251979999999999
16,6562,983.0,2635.0,1503.1835340000002,1719682.0,1113.0,21318.913057,5017.0,3776.670473,0.015303
24,6667,1046.0,2263.0,1135.282078,1573604.0,1161.0,23988.596759,4756.0,2198.60628,0.007724
24,6086,1069.0,2263.0,1242.797864,1425200.0,1255.0,27214.54544,4379.0,2371.449002,0.005168
24,6242,1061.0,2728.0,2162.494318,1864966.0,1241.0,25137.15321,4959.0,3481.33107,0.0043749999999999
24,6230,925.0,3348.0,2904.424969999999,1039800.0,1065.0,22200.695769,4930.0,3603.192199,0.004946
24,6067,946.0,3255.0,3318.413429,1597808.0,1082.0,21402.947339,5452.0,3537.421253,0.008729
16,8366,1134.0,2976.0,1891.248239,1476660.0,1247.0,19334.913059,4756.0,2690.9491040000003,0.01902
16,14493,1300.0,3379.0,4731.880755,1522548.0,1368.0,17108.552612,4118.0,2257.545295,0.01608
24,15670,1539.0,2883.0,2021.864371,1897854.0,1659.0,22578.783371,5452.0,2966.136047,0.018452
24,7641,965.0,2852.0,3645.974752,1478952.0,1085.0,20363.206032,5945.0,3499.252813,0.0080069999999999
24,6247,952.0,3596.0,6290.870304000001,1335554.0,1138.0,21720.09768,5887.0,3918.529247,0.0145139999999999
24,6546,905.0,3255.0,3965.928963,1103290.0,996.0,18589.895256000003,4263.0,2481.079083,0.009747
24,6094,840.0,2666.0,3498.847957,1021766.0,932.0,16678.472249,5134.0,3296.577509,0.0083879999999999
24,7130,1109.0,2759.0,2202.949223,1504102.0,1279.0,23772.45058,4785.0,3212.1480380000003,0.001642
16,7925,1222.0,2604.0,1491.5346399999996,1462642.0,1301.0,24358.239729,4988.0,3663.693094,0.01704
24,10457,1394.0,2449.0,1552.75867,1394808.0,1485.0,24126.273831,5771.0,3322.3046940000004,0.0288889999999999
24,17214,1576.0,310.0,371.197737,2114760.0,1746.0,21644.672408,5337.0,3572.087412,0.037417
24,14066,1268.0,186.0,211.397988,1422689.0,1307.0,19656.525337,3277.0,2103.100777,0.009044
24,6321,978.0,2765.0,2681.3212809999995,1373424.0,1084.0,20979.868779,4698.0,2731.711486,0.5510860000000001
24,7200,1099.0,3701.0,2321.251359,1352792.0,1178.0,21635.263493,4727.0,2864.9913380000003,0.026855
24,10437,1342.0,4946.0,4820.738382,1681292.0,1424.0,22849.4755,3625.0,1909.670906,0.012989
24,10366,1213.0,3284.0,2334.362005,1484462.0,1301.0,21708.915414000003,2520.0,801.596498,0.008575
16,5214,628.0,1891.0,1463.272791,745396.0,583.0,10700.870987,658.0,26962.609222000003,0.0106
16,6329,918.0,3149.0,1390.470814,1372732.0,1040.0,19644.110486,8208.0,4183.695943999999,0.012773
24,6575,867.0,3540.0,1996.568241,1289546.0,965.0,17760.908203,8857.0,3561.498562,0.016354
24,5770,733.0,3608.0,2692.2856800000004,787718.0,720.0,13517.857475,8779.0,5318.113955000001,0.008337
460,7487,3.0,4042.0,2323.588005,49926.0,102.0,5081.684905999998,2188.0,3146.450586,0.00593
51,206,377.0,3534.0,2925.189932,396568.0,386.0,183418.241427,5750.0,2568.2014349999995,0.0128029999999999
12,120,2035.0,4929.0,4511.53232,1371112.0,1545.0,20109.309299,10717.0,3376.862519,0.129089
12,3676,1403.0,7493.0,3862.401428,1641438.0,1291.0,31119.818106,8788.0,3425.157273,0.030845
12,60,1331.0,3472.0,3483.4811010000003,2137390.0,1372.0,26329.029959,10019.0,4368.036493,0.028008
228,23399,317.0,3019.0,2249.71444,765855.0,443.0,7853.670808999999,9495.0,3733.878268,0.006287
506,11350,829.0,9538.0,8904.588881,1044955.0,776.0,12668.034269,9861.0,4634.406852,0.008039
621,12818,1562.0,26412.0,17708.516119,1703221.0,1335.0,24923.906779,11036.0,4177.322327,0.0178519999999999
238,4627,1443.0,3354.0,2639.4575370000007,1377651.0,1267.0,22433.029755000003,11607.0,5688.257615,0.0660789999999999
131,3556,1486.0,2697.0,2094.6221870000004,1367479.0,1189.0,21811.475810000004,10706.0,4670.836886,0.0205239999999999
526,15050,1489.0,4203.0,3330.068595,1404014.0,1245.0,23569.18717,8496.0,4845.138394,0.0086389999999999
259,10423,1880.0,3379.0,3020.4726870000004,2168581.0,1569.0,28586.665907,10338.0,5865.375506,0.007714
368,11130,1982.0,3447.0,2866.274594,2083969.0,1583.0,29048.096662,10191.0,6777.766581,0.021428
330,10464,1840.0,4346.0,4964.484086,1650196.0,1348.0,24064.179405,9564.0,4839.816099,0.021204
285,13217,1779.0,2938.0,1452.546068,1317574.0,1267.0,22515.28586,10621.0,6124.830255000001,0.022077
768,18977,26045.0,3726.0,3066.000108999999,2512842.0,1770.0,40824.331889,10037.0,6565.233684000001,0.023804
407,13280,128038.0,4761.0,3731.230384,1599264.0,1257.0,25612.621068,11159.0,6439.518005,0.027262
468,12987,50816.0,3199.0,2398.012866,1655644.0,1396.0,31118.062490000004,9841.0,6400.429119,0.008074
8739,44980,35476.0,4662.0,4643.599236,5823875.0,2810.0,24483.129825,11587.0,6414.02806,0.007987
6839,114747,21850.0,2759.0,3419.942843,1400392.0,1192.0,24306.560805,8614.0,4287.945522,0.02596
3813,89727,17481.0,3100.0,3852.590368,1123822.0,1178.0,27757.313097,11413.0,4871.890821000001,0.0053989999999999
2793,50808,49655.0,3670.0,2890.242325,1624595.0,1498.0,32241.208329,11404.0,5618.429623,0.013744
2152,35889,66509.0,2827.0,1676.824177,4296345.0,2626.0,44841.978276,9787.0,4817.243415999999,0.032083
1629,24519,55183.0,2517.0,2210.312371,2153115.0,1466.0,25520.711098,10706.0,7307.404269000001,0.031229
3880,59164,66316.0,4389.0,2427.898545,1342798.0,1271.0,24350.056575999995,7490.0,5640.521129999999,0.013316
3845,70594,54268.0,2864.0,1232.149856,1587258.0,1330.0,26378.48625,8431.0,4853.771853,0.007417
3314,70834,37203.0,2455.0,1218.9223109999998,1303450.0,1300.0,28185.616444,9399.0,4033.324638,0.011517
3206,71114,24318.0,3596.0,2338.020683,1729236.0,1711.0,118269.269796,9767.0,3837.155198,0.0216059999999999
3045,62556,12236.0,4011.0,3936.894544,1864166.0,1586.0,61280.439229,9080.0,5055.864222,0.0162059999999999
2605,48486,6431.0,13893.0,13346.344970000002,1829927.0,1385.0,43283.845738,9109.0,3470.831983,0.008058
2208,39279,10887.0,10039.0,9890.297492999998,1736400.0,1427.0,39794.28329400001,7771.0,3086.596433,0.010966
3556,23962,17116.0,6936.0,8822.580595000001,1365504.0,1204.0,25344.914513,6908.0,3026.606883,0.5446329999999999
1786,18827,1421.0,17535.0,25026.723189,1693937.0,1324.0,23217.313299,9312.0,3609.139475,0.009935
